id,ip,layer,mac,dpid
0_5_2,10.0.5.2,3,00:00:00:00:05:02,0000000000000502
0_5_3,10.0.5.3,3,00:00:00:00:05:03,0000000000000503
0_5_4,10.0.5.4,3,00:00:00:00:05:04,0000000000000504
0_5_5,10.0.5.5,3,00:00:00:00:05:05,0000000000000505
0_5_6,10.0.5.6,3,00:00:00:00:05:06,0000000000000506
0_5_7,10.0.5.7,3,00:00:00:00:05:07,0000000000000507
0_5_8,10.0.5.8,3,00:00:00:00:05:08,0000000000000508
0_5_9,10.0.5.9,3,00:00:00:00:05:09,0000000000000509
15_3_5,10.15.3.5,3,00:00:00:0f:03:05,00000000000f0305
10_0_9,10.10.0.9,3,00:00:00:0a:00:09,00000000000a0009
10_0_8,10.10.0.8,3,00:00:00:0a:00:08,00000000000a0008
10_0_5,10.10.0.5,3,00:00:00:0a:00:05,00000000000a0005
10_0_4,10.10.0.4,3,00:00:00:0a:00:04,00000000000a0004
10_0_7,10.10.0.7,3,00:00:00:0a:00:07,00000000000a0007
10_0_6,10.10.0.6,3,00:00:00:0a:00:06,00000000000a0006
10_0_3,10.10.0.3,3,00:00:00:0a:00:03,00000000000a0003
10_0_2,10.10.0.2,3,00:00:00:0a:00:02,00000000000a0002
4_7_8,10.4.7.8,3,00:00:00:04:07:08,0000000000040708
4_7_9,10.4.7.9,3,00:00:00:04:07:09,0000000000040709
10_6_9,10.10.6.9,3,00:00:00:0a:06:09,00000000000a0609
10_6_8,10.10.6.8,3,00:00:00:0a:06:08,00000000000a0608
4_7_2,10.4.7.2,3,00:00:00:04:07:02,0000000000040702
4_7_3,10.4.7.3,3,00:00:00:04:07:03,0000000000040703
10_6_5,10.10.6.5,3,00:00:00:0a:06:05,00000000000a0605
10_6_4,10.10.6.4,3,00:00:00:0a:06:04,00000000000a0604
4_7_6,10.4.7.6,3,00:00:00:04:07:06,0000000000040706
4_7_7,10.4.7.7,3,00:00:00:04:07:07,0000000000040707
4_7_4,10.4.7.4,3,00:00:00:04:07:04,0000000000040704
4_7_5,10.4.7.5,3,00:00:00:04:07:05,0000000000040705
12_4_9,10.12.4.9,3,00:00:00:0c:04:09,00000000000c0409
12_4_8,10.12.4.8,3,00:00:00:0c:04:08,00000000000c0408
12_4_3,10.12.4.3,3,00:00:00:0c:04:03,00000000000c0403
12_4_2,10.12.4.2,3,00:00:00:0c:04:02,00000000000c0402
12_4_7,10.12.4.7,3,00:00:00:0c:04:07,00000000000c0407
5_7_9,10.5.7.9,3,00:00:00:05:07:09,0000000000050709
12_4_5,10.12.4.5,3,00:00:00:0c:04:05,00000000000c0405
12_4_4,10.12.4.4,3,00:00:00:0c:04:04,00000000000c0404
5_7_8,10.5.7.8,3,00:00:00:05:07:08,0000000000050708
12_6_9,10.12.6.9,3,00:00:00:0c:06:09,00000000000c0609
12_6_8,10.12.6.8,3,00:00:00:0c:06:08,00000000000c0608
15_3_3,10.15.3.3,3,00:00:00:0f:03:03,00000000000f0303
12_6_5,10.12.6.5,3,00:00:00:0c:06:05,00000000000c0605
12_6_4,10.12.6.4,3,00:00:00:0c:06:04,00000000000c0604
12_6_7,10.12.6.7,3,00:00:00:0c:06:07,00000000000c0607
12_6_6,10.12.6.6,3,00:00:00:0c:06:06,00000000000c0606
12_6_3,10.12.6.3,3,00:00:00:0c:06:03,00000000000c0603
12_6_2,10.12.6.2,3,00:00:00:0c:06:02,00000000000c0602
3_5_9,10.3.5.9,3,00:00:00:03:05:09,0000000000030509
3_5_8,10.3.5.8,3,00:00:00:03:05:08,0000000000030508
8_4_3,10.8.4.3,3,00:00:00:08:04:03,0000000000080403
3_5_3,10.3.5.3,3,00:00:00:03:05:03,0000000000030503
3_5_2,10.3.5.2,3,00:00:00:03:05:02,0000000000030502
3_5_7,10.3.5.7,3,00:00:00:03:05:07,0000000000030507
3_5_6,10.3.5.6,3,00:00:00:03:05:06,0000000000030506
3_5_5,10.3.5.5,3,00:00:00:03:05:05,0000000000030505
3_5_4,10.3.5.4,3,00:00:00:03:05:04,0000000000030504
4_1_2,10.4.1.2,3,00:00:00:04:01:02,0000000000040102
4_1_3,10.4.1.3,3,00:00:00:04:01:03,0000000000040103
4_1_4,10.4.1.4,3,00:00:00:04:01:04,0000000000040104
4_1_5,10.4.1.5,3,00:00:00:04:01:05,0000000000040105
4_1_6,10.4.1.6,3,00:00:00:04:01:06,0000000000040106
4_1_7,10.4.1.7,3,00:00:00:04:01:07,0000000000040107
4_1_8,10.4.1.8,3,00:00:00:04:01:08,0000000000040108
4_1_9,10.4.1.9,3,00:00:00:04:01:09,0000000000040109
4_3_6,10.4.3.6,3,00:00:00:04:03:06,0000000000040306
4_3_7,10.4.3.7,3,00:00:00:04:03:07,0000000000040307
4_3_4,10.4.3.4,3,00:00:00:04:03:04,0000000000040304
4_3_5,10.4.3.5,3,00:00:00:04:03:05,0000000000040305
4_3_2,10.4.3.2,3,00:00:00:04:03:02,0000000000040302
4_3_3,10.4.3.3,3,00:00:00:04:03:03,0000000000040303
8_3_4,10.8.3.4,3,00:00:00:08:03:04,0000000000080304
8_3_5,10.8.3.5,3,00:00:00:08:03:05,0000000000080305
8_3_8,10.8.3.8,3,00:00:00:08:03:08,0000000000080308
8_3_9,10.8.3.9,3,00:00:00:08:03:09,0000000000080309
4_3_8,10.4.3.8,3,00:00:00:04:03:08,0000000000040308
4_3_9,10.4.3.9,3,00:00:00:04:03:09,0000000000040309
4_5_4,10.4.5.4,3,00:00:00:04:05:04,0000000000040504
4_5_5,10.4.5.5,3,00:00:00:04:05:05,0000000000040505
4_5_6,10.4.5.6,3,00:00:00:04:05:06,0000000000040506
4_5_7,10.4.5.7,3,00:00:00:04:05:07,0000000000040507
5_7_5,10.5.7.5,3,00:00:00:05:07:05,0000000000050705
4_5_2,10.4.5.2,3,00:00:00:04:05:02,0000000000040502
4_5_3,10.4.5.3,3,00:00:00:04:05:03,0000000000040503
10_2_3,10.10.2.3,3,00:00:00:0a:02:03,00000000000a0203
10_2_2,10.10.2.2,3,00:00:00:0a:02:02,00000000000a0202
5_7_4,10.5.7.4,3,00:00:00:05:07:04,0000000000050704
4_5_8,10.4.5.8,3,00:00:00:04:05:08,0000000000040508
4_5_9,10.4.5.9,3,00:00:00:04:05:09,0000000000040509
10_2_5,10.10.2.5,3,00:00:00:0a:02:05,00000000000a0205
10_2_4,10.10.2.4,3,00:00:00:0a:02:04,00000000000a0204
3_3_3,10.3.3.3,3,00:00:00:03:03:03,0000000000030303
3_3_2,10.3.3.2,3,00:00:00:03:03:02,0000000000030302
3_3_5,10.3.3.5,3,00:00:00:03:03:05,0000000000030305
3_3_4,10.3.3.4,3,00:00:00:03:03:04,0000000000030304
3_3_7,10.3.3.7,3,00:00:00:03:03:07,0000000000030307
3_3_6,10.3.3.6,3,00:00:00:03:03:06,0000000000030306
3_3_9,10.3.3.9,3,00:00:00:03:03:09,0000000000030309
3_3_8,10.3.3.8,3,00:00:00:03:03:08,0000000000030308
14_4_2,10.14.4.2,3,00:00:00:0e:04:02,00000000000e0402
13_6_4,10.13.6.4,3,00:00:00:0d:06:04,00000000000d0604
9_4_6,10.9.4.6,3,00:00:00:09:04:06,0000000000090406
8_4_5,10.8.4.5,3,00:00:00:08:04:05,0000000000080405
3_1_7,10.3.1.7,3,00:00:00:03:01:07,0000000000030107
3_1_6,10.3.1.6,3,00:00:00:03:01:06,0000000000030106
3_1_5,10.3.1.5,3,00:00:00:03:01:05,0000000000030105
3_1_4,10.3.1.4,3,00:00:00:03:01:04,0000000000030104
3_1_3,10.3.1.3,3,00:00:00:03:01:03,0000000000030103
3_1_2,10.3.1.2,3,00:00:00:03:01:02,0000000000030102
3_1_9,10.3.1.9,3,00:00:00:03:01:09,0000000000030109
3_1_8,10.3.1.8,3,00:00:00:03:01:08,0000000000030108
3_7_5,10.3.7.5,3,00:00:00:03:07:05,0000000000030705
3_7_4,10.3.7.4,3,00:00:00:03:07:04,0000000000030704
3_7_7,10.3.7.7,3,00:00:00:03:07:07,0000000000030707
3_7_6,10.3.7.6,3,00:00:00:03:07:06,0000000000030706
3_7_3,10.3.7.3,3,00:00:00:03:07:03,0000000000030703
3_7_2,10.3.7.2,3,00:00:00:03:07:02,0000000000030702
3_7_9,10.3.7.9,3,00:00:00:03:07:09,0000000000030709
3_7_8,10.3.7.8,3,00:00:00:03:07:08,0000000000030708
14_4_8,10.14.4.8,3,00:00:00:0e:04:08,00000000000e0408
13_6_9,10.13.6.9,3,00:00:00:0d:06:09,00000000000d0609
13_7_9,10.13.7.9,3,00:00:00:0d:07:09,00000000000d0709
15_5_4,10.15.5.4,3,00:00:00:0f:05:04,00000000000f0504
15_5_7,10.15.5.7,3,00:00:00:0f:05:07,00000000000f0507
6_2_5,10.6.2.5,3,00:00:00:06:02:05,0000000000060205
15_5_6,10.15.5.6,3,00:00:00:0f:05:06,00000000000f0506
6_2_4,10.6.2.4,3,00:00:00:06:02:04,0000000000060204
9_4_2,10.9.4.2,3,00:00:00:09:04:02,0000000000090402
9_4_3,10.9.4.3,3,00:00:00:09:04:03,0000000000090403
15_5_3,10.15.5.3,3,00:00:00:0f:05:03,00000000000f0503
9_4_4,10.9.4.4,3,00:00:00:09:04:04,0000000000090404
15_5_2,10.15.5.2,3,00:00:00:0f:05:02,00000000000f0502
9_4_5,10.9.4.5,3,00:00:00:09:04:05,0000000000090405
6_2_3,10.6.2.3,3,00:00:00:06:02:03,0000000000060203
8_4_6,10.8.4.6,3,00:00:00:08:04:06,0000000000080406
6_2_2,10.6.2.2,3,00:00:00:06:02:02,0000000000060202
15_2_4,10.15.2.4,3,00:00:00:0f:02:04,00000000000f0204
10_5_8,10.10.5.8,3,00:00:00:0a:05:08,00000000000a0508
10_5_9,10.10.5.9,3,00:00:00:0a:05:09,00000000000a0509
9_7_8,10.9.7.8,3,00:00:00:09:07:08,0000000000090708
13_6_5,10.13.6.5,3,00:00:00:0d:06:05,00000000000d0605
10_5_2,10.10.5.2,3,00:00:00:0a:05:02,00000000000a0502
10_5_3,10.10.5.3,3,00:00:00:0a:05:03,00000000000a0503
10_5_4,10.10.5.4,3,00:00:00:0a:05:04,00000000000a0504
10_5_5,10.10.5.5,3,00:00:00:0a:05:05,00000000000a0505
10_5_6,10.10.5.6,3,00:00:00:0a:05:06,00000000000a0506
10_5_7,10.10.5.7,3,00:00:00:0a:05:07,00000000000a0507
0_4_9,10.0.4.9,3,00:00:00:00:04:09,0000000000000409
0_4_8,10.0.4.8,3,00:00:00:00:04:08,0000000000000408
7_4_4,10.7.4.4,3,00:00:00:07:04:04,0000000000070404
7_4_5,10.7.4.5,3,00:00:00:07:04:05,0000000000070405
7_4_2,10.7.4.2,3,00:00:00:07:04:02,0000000000070402
7_4_3,10.7.4.3,3,00:00:00:07:04:03,0000000000070403
8_7_8,10.8.7.8,3,00:00:00:08:07:08,0000000000080708
8_7_9,10.8.7.9,3,00:00:00:08:07:09,0000000000080709
8_7_6,10.8.7.6,3,00:00:00:08:07:06,0000000000080706
8_7_7,10.8.7.7,3,00:00:00:08:07:07,0000000000080707
0_4_3,10.0.4.3,3,00:00:00:00:04:03,0000000000000403
0_4_2,10.0.4.2,3,00:00:00:00:04:02,0000000000000402
0_4_5,10.0.4.5,3,00:00:00:00:04:05,0000000000000405
0_4_4,10.0.4.4,3,00:00:00:00:04:04,0000000000000404
0_4_7,10.0.4.7,3,00:00:00:00:04:07,0000000000000407
0_4_6,10.0.4.6,3,00:00:00:00:04:06,0000000000000406
7_2_4,10.7.2.4,3,00:00:00:07:02:04,0000000000070204
7_2_5,10.7.2.5,3,00:00:00:07:02:05,0000000000070205
7_2_6,10.7.2.6,3,00:00:00:07:02:06,0000000000070206
7_2_7,10.7.2.7,3,00:00:00:07:02:07,0000000000070207
8_1_8,10.8.1.8,3,00:00:00:08:01:08,0000000000080108
8_1_9,10.8.1.9,3,00:00:00:08:01:09,0000000000080109
0_6_9,10.0.6.9,3,00:00:00:00:06:09,0000000000000609
0_6_8,10.0.6.8,3,00:00:00:00:06:08,0000000000000608
0_6_7,10.0.6.7,3,00:00:00:00:06:07,0000000000000607
0_6_6,10.0.6.6,3,00:00:00:00:06:06,0000000000000606
0_6_5,10.0.6.5,3,00:00:00:00:06:05,0000000000000605
0_6_4,10.0.6.4,3,00:00:00:00:06:04,0000000000000604
0_6_3,10.0.6.3,3,00:00:00:00:06:03,0000000000000603
0_6_2,10.0.6.2,3,00:00:00:00:06:02,0000000000000602
8_1_2,10.8.1.2,3,00:00:00:08:01:02,0000000000080102
8_1_3,10.8.1.3,3,00:00:00:08:01:03,0000000000080103
9_6_6,10.9.6.6,3,00:00:00:09:06:06,0000000000090606
10_3_9,10.10.3.9,3,00:00:00:0a:03:09,00000000000a0309
0_0_9,10.0.0.9,3,00:00:00:00:00:09,0000000000000009
0_0_8,10.0.0.8,3,00:00:00:00:00:08,0000000000000008
9_6_7,10.9.6.7,3,00:00:00:09:06:07,0000000000090607
0_0_5,10.0.0.5,3,00:00:00:00:00:05,0000000000000005
0_0_4,10.0.0.4,3,00:00:00:00:00:04,0000000000000004
0_0_7,10.0.0.7,3,00:00:00:00:00:07,0000000000000007
0_0_6,10.0.0.6,3,00:00:00:00:00:06,0000000000000006
0_0_3,10.0.0.3,3,00:00:00:00:00:03,0000000000000003
0_0_2,10.0.0.2,3,00:00:00:00:00:02,0000000000000002
0_2_3,10.0.2.3,3,00:00:00:00:02:03,0000000000000203
0_2_2,10.0.2.2,3,00:00:00:00:02:02,0000000000000202
7_0_8,10.7.0.8,3,00:00:00:07:00:08,0000000000070008
7_0_9,10.7.0.9,3,00:00:00:07:00:09,0000000000070009
0_2_7,10.0.2.7,3,00:00:00:00:02:07,0000000000000207
0_2_6,10.0.2.6,3,00:00:00:00:02:06,0000000000000206
0_2_5,10.0.2.5,3,00:00:00:00:02:05,0000000000000205
0_2_4,10.0.2.4,3,00:00:00:00:02:04,0000000000000204
7_0_2,10.7.0.2,3,00:00:00:07:00:02,0000000000070002
7_0_3,10.7.0.3,3,00:00:00:07:00:03,0000000000070003
0_2_9,10.0.2.9,3,00:00:00:00:02:09,0000000000000209
0_2_8,10.0.2.8,3,00:00:00:00:02:08,0000000000000208
7_0_6,10.7.0.6,3,00:00:00:07:00:06,0000000000070006
7_0_7,10.7.0.7,3,00:00:00:07:00:07,0000000000070007
7_0_4,10.7.0.4,3,00:00:00:07:00:04,0000000000070004
7_0_5,10.7.0.5,3,00:00:00:07:00:05,0000000000070005
13_6_6,10.13.6.6,3,00:00:00:0d:06:06,00000000000d0606
8_4_8,10.8.4.8,3,00:00:00:08:04:08,0000000000080408
10_7_6,10.10.7.6,3,00:00:00:0a:07:06,00000000000a0706
11_6_2,10.11.6.2,3,00:00:00:0b:06:02,00000000000b0602
13_0_7,10.13.0.7,3,00:00:00:0d:00:07,00000000000d0007
13_0_4,10.13.0.4,3,00:00:00:0d:00:04,00000000000d0004
14_6_6,10.14.6.6,3,00:00:00:0e:06:06,00000000000e0606
13_0_5,10.13.0.5,3,00:00:00:0d:00:05,00000000000d0005
13_6_7,10.13.6.7,3,00:00:00:0d:06:07,00000000000d0607
13_0_2,10.13.0.2,3,00:00:00:0d:00:02,00000000000d0002
13_0_3,10.13.0.3,3,00:00:00:0d:00:03,00000000000d0003
8_5_8,10.8.5.8,3,00:00:00:08:05:08,0000000000080508
8_5_9,10.8.5.9,3,00:00:00:08:05:09,0000000000080509
7_6_2,10.7.6.2,3,00:00:00:07:06:02,0000000000070602
7_6_3,10.7.6.3,3,00:00:00:07:06:03,0000000000070603
7_6_4,10.7.6.4,3,00:00:00:07:06:04,0000000000070604
7_6_5,10.7.6.5,3,00:00:00:07:06:05,0000000000070605
7_6_6,10.7.6.6,3,00:00:00:07:06:06,0000000000070606
7_6_7,10.7.6.7,3,00:00:00:07:06:07,0000000000070607
7_6_8,10.7.6.8,3,00:00:00:07:06:08,0000000000070608
7_6_9,10.7.6.9,3,00:00:00:07:06:09,0000000000070609
8_5_2,10.8.5.2,3,00:00:00:08:05:02,0000000000080502
8_5_3,10.8.5.3,3,00:00:00:08:05:03,0000000000080503
8_5_4,10.8.5.4,3,00:00:00:08:05:04,0000000000080504
8_5_5,10.8.5.5,3,00:00:00:08:05:05,0000000000080505
8_5_6,10.8.5.6,3,00:00:00:08:05:06,0000000000080506
8_5_7,10.8.5.7,3,00:00:00:08:05:07,0000000000080507
8_3_2,10.8.3.2,3,00:00:00:08:03:02,0000000000080302
8_3_3,10.8.3.3,3,00:00:00:08:03:03,0000000000080303
9_7_3,10.9.7.3,3,00:00:00:09:07:03,0000000000090703
13_2_2,10.13.2.2,3,00:00:00:0d:02:02,00000000000d0202
9_5_2,10.9.5.2,3,00:00:00:09:05:02,0000000000090502
13_2_3,10.13.2.3,3,00:00:00:0d:02:03,00000000000d0203
8_3_6,10.8.3.6,3,00:00:00:08:03:06,0000000000080306
15_2_5,10.15.2.5,3,00:00:00:0f:02:05,00000000000f0205
8_3_7,10.8.3.7,3,00:00:00:08:03:07,0000000000080307
9_4_7,10.9.4.7,3,00:00:00:09:04:07,0000000000090407
13_2_8,10.13.2.8,3,00:00:00:0d:02:08,00000000000d0208
13_2_9,10.13.2.9,3,00:00:00:0d:02:09,00000000000d0209
